['LFXS26973', 'LFXC22526', 'LFXS28968', 'LMXS28626', 'LMXS28636', 'LFXS26566', 'LFXS28566']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
Ensure all tubing and fittings are secure and free from leaks. 	 paraphrase 	 all tubing and fittings should be ensured are secure and free from leaks
all tubing and fittings should be ensured are secure and free from leaks 	 talks_about 	 all tubing and fittings
all tubing and fittings should be ensured are secure and free from leaks 	 talks_about 	 are secure and free from leaks
all tubing and fittings 	 should_be_ensured 	 are secure and free from leaks
uncertain how to check your water pressure 	 talks_about 	 how to check your water pressure
uncertain how to check your water pressure 	 talks_about 	 uncertain
Contact a plumber 	 paraphrase 	 a plumber should be contacted 
you are uncertain how to check for this condition 	 talks_about 	 how to check for this condition
you are uncertain how to check for this condition 	 talks_about 	 you are uncertain
Contact a plumbing professional 	 paraphrase 	 a plumbing professional should be contacted 
Installation and use MUST comply with all state and local plumbing codes. 	 talks_about 	 all state plumbing codes
Installation and use MUST comply with all state and local plumbing codes. 	 talks_about 	 Installation
Installation and use MUST comply with all state and local plumbing codes. 	 talks_about 	 all local plumbing codes
all state plumbing codes 	 MUST_comply_with_reverse 	 Installation
all local plumbing codes 	 MUST_comply_with_reverse 	 Installation
Installation 	 MUST_comply_with 	 all local plumbing codes
Installation 	 MUST_comply_with 	 all state plumbing codes
filter should be protected from freezing 	 talks_about 	 freezing
filter 	 should_be_protected_from 	 freezing
freezing 	 should_be_protected_from_reverse 	 filter
all tubing and fittings should be ensured are secure and free from leaks 	 talks_about 	 free from leaks
all tubing and fittings should be ensured are secure and free from leaks 	 talks_about 	 fittings
all tubing and fittings should be ensured are secure and free from leaks 	 talks_about 	 all tubing should be ensured
all tubing and fittings should be ensured are secure and free from leaks 	 talks_about 	 secure
free from leaks 	 are_reverse 	 fittings
free from leaks 	 are_reverse 	 all tubing should be ensured
fittings 	 are 	 secure
fittings 	 are 	 free from leaks
all tubing should be ensured 	 are 	 free from leaks
secure 	 are_reverse 	 fittings
water pressure exceeds 120 psi 827 kPa 	 talks_about 	 water pressure
water pressure exceeds 120 psi 827 kPa 	 talks_about 	 120 psi 827 kpa
water pressure exceeds 120 psi 827 kPa 	 talks_about 	 120 psi
water pressure exceeds 120 psi 827 kPa 	 talks_about 	 827 kPa
water pressure 	 exceeds 	 120 psi 827 kpa
water pressure 	 exceeds 	 120 psi
827 kPa 	 exceeds_120_psi_reverse 	 water pressure
120 psi 	 exceeds_reverse 	 water pressure
water pressure 	 exceeds_120_psi 	 827 kPa
120 psi 827 kpa 	 exceeds_reverse 	 water pressure
your water pressure exceeds 80 psi 	 talks_about 	 80 psi
your water pressure exceeds 80 psi 	 talks_about 	 your water pressure
80 psi 	 exceeds_reverse 	 your water pressure
your water pressure 	 exceeds 	 80 psi
you must install a pressure limiting valve 	 talks_about 	 a pressure limiting valve
you must install a water hammer arrester 	 talks_about 	 a water hammer arrester
The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or 	 talks_about 	 the rated capacity
The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or 	 talks_about 	 The disposable filter cartridge
The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or 	 talks_about 	 every 6 months
the rated capacity 	 MUST_be_replaced_at_reverse 	 The disposable filter cartridge
The disposable filter cartridge 	 MUST_be_replaced_at 	 the rated capacity
every 6 months 	 MUST_be_replaced_reverse 	 The disposable filter cartridge
The disposable filter cartridge 	 MUST_be_replaced 	 every 6 months
Where a backflow prevention device is installed on a water system 	 talks_about 	 a backflow prevention device
Where a backflow prevention device is installed on a water system 	 talks_about 	 a water system
a backflow prevention device 	 is_installed_on 	 a water system
a water system 	 is_installed_on_reverse 	 a backflow prevention device
you are uncertain 	 talks_about 	 uncertain
['Approximately every six months.', 'When the Replace Filter h icon turns on.', 'When the water dispenser output decreases.'] 	 talks_about 	 Approximately every six months.
['Approximately every six months.', 'When the Replace Filter h icon turns on.', 'When the water dispenser output decreases.'] 	 talks_about 	 When the Replace Filter h icon turns on.
['Approximately every six months.', 'When the Replace Filter h icon turns on.', 'When the water dispenser output decreases.'] 	 talks_about 	 When the water dispenser output decreases.
