['LRMNC1803', 'LRMNC1813']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height 	 talks_about 	 the bottom
the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height 	 talks_about 	 the wrench
the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height 	 talks_about 	 the owner's manual
the wrench 	 included_with 	 the owner's manual
the owner's manual 	 included_with_reverse 	 the wrench
['The right refrigerator door does not have an adjustable nut.', 'If the space between the doors is uneven, follow the instructions below to align the right door'] 	 talks_about 	 Right Refrigerator Door does not have an adjustable nut.
['The right refrigerator door does not have an adjustable nut.', 'If the space between the doors is uneven, follow the instructions below to align the right door'] 	 talks_about 	 If the space between the doors is uneven, follow the instructions below to align Right Refrigerator Door
If the space between the doors is uneven, follow the instructions below to align Right Refrigerator Door 	 talks_about 	 the space between the doors is uneven
If the space between the doors is uneven, follow the instructions below to align Right Refrigerator Door 	 talks_about 	 follow the instructions below to align Right Refrigerator Door
follow the instructions below to align Right Refrigerator Door 	 Condition 	 the space between the doors is uneven
the space between the doors is uneven 	 Follows 	 follow the instructions below to align Right Refrigerator Door
follow the instructions below to align Right Refrigerator Door 	 paraphrase 	 the instructions below should be followed to align Right Refrigerator Door
the instructions below should be followed to align Right Refrigerator Door 	 talks_about 	 the instructions below
the instructions below should be followed to align Right Refrigerator Door 	 talks_about 	 to align Right Refrigerator Door
the instructions below 	 should_be_followed 	 to align Right Refrigerator Door
Right Refrigerator Door does not have an adjustable nut. 	 talks_about 	 an adjustable nut
Right Refrigerator Door does not have an adjustable nut. 	 talks_about 	 Refrigerator Door
an adjustable nut 	 does_not_have_reverse 	 Refrigerator Door
Refrigerator Door 	 does_not_have 	 an adjustable nut
the instructions below should be followed to align Right Refrigerator Door 	 talks_about 	 align Right Refrigerator Door
the instructions below should be followed to align Right Refrigerator Door 	 talks_about 	 Right Refrigerator Door
the instructions below 	 should_be_followed_to 	 align Right Refrigerator Door
the instructions below 	 to_align 	 Right Refrigerator Door
align Right Refrigerator Door 	 should_be_followed_to_reverse 	 the instructions below
Right Refrigerator Door 	 to_align_reverse 	 the instructions below
['With one hand, lift up the right door to raise it at the middle hinge. (It may be easier to lift it with the doors open.)', 'With the other hand, use pliers to insert the snap ring on the middle hinge of the right door section as shown.', 'Insert additional snap rings until the right door is aligned. (Three snap rings are provided with the unit.)'] 	 talks_about 	 With one hand, lift up Right Refrigerator Door to raise Right Refrigerator Door at the middle hinge.
['With one hand, lift up the right door to raise it at the middle hinge. (It may be easier to lift it with the doors open.)', 'With the other hand, use pliers to insert the snap ring on the middle hinge of the right door section as shown.', 'Insert additional snap rings until the right door is aligned. (Three snap rings are provided with the unit.)'] 	 talks_about 	 ( It may be easier to lift Right Refrigerator Door with the doors open. )
['With one hand, lift up the right door to raise it at the middle hinge. (It may be easier to lift it with the doors open.)', 'With the other hand, use pliers to insert the snap ring on the middle hinge of the right door section as shown.', 'Insert additional snap rings until the right door is aligned. (Three snap rings are provided with the unit.)'] 	 talks_about 	 With the other hand, use pliers to insert the snap ring on the middle hinge of This section as shown.
['With one hand, lift up the right door to raise it at the middle hinge. (It may be easier to lift it with the doors open.)', 'With the other hand, use pliers to insert the snap ring on the middle hinge of the right door section as shown.', 'Insert additional snap rings until the right door is aligned. (Three snap rings are provided with the unit.)'] 	 talks_about 	 Insert additional snap rings until Right Refrigerator Door is aligned.
['With one hand, lift up the right door to raise it at the middle hinge. (It may be easier to lift it with the doors open.)', 'With the other hand, use pliers to insert the snap ring on the middle hinge of the right door section as shown.', 'Insert additional snap rings until the right door is aligned. (Three snap rings are provided with the unit.)'] 	 talks_about 	 ( Three snap rings are provided with the unit. )
( It may be easier to lift Right Refrigerator Door with the doors open. ) 	 talks_about 	 with the doors open
( It may be easier to lift Right Refrigerator Door with the doors open. ) 	 talks_about 	 It may be easier to lift Right Refrigerator Door
With the other hand, use pliers to insert the snap ring on the middle hinge of This section as shown. 	 talks_about 	 as shown
With the other hand, use pliers to insert the snap ring on the middle hinge of This section as shown. 	 talks_about 	 With the other hand, use pliers to insert the snap ring on the middle hinge of This section
Insert additional snap rings until Right Refrigerator Door is aligned. 	 talks_about 	 Right Refrigerator Door is aligned
Insert additional snap rings until Right Refrigerator Door is aligned. 	 talks_about 	 Insert additional snap rings
Insert additional snap rings 	 succeded_by 	 Right Refrigerator Door is aligned
Right Refrigerator Door is aligned 	 preceded_by 	 Insert additional snap rings
Insert additional snap rings 	 paraphrase 	 additional snap rings should be inserted 
( Three snap rings are provided with the unit. ) 	 talks_about 	 the unit
( Three snap rings are provided with the unit. ) 	 talks_about 	 Three snap rings
the unit 	 are_provided_with_reverse 	 Three snap rings
Three snap rings 	 are_provided_with 	 the unit
['After installing, plug the refrigerator\x92s power cord into a 3-prong grounded outlet and push the refrigerator into the final position.'] 	 talks_about 	 After installing, plug the refrigerators power cord into a 3-prong grounded outlet and push the refrigerator into the final position.
After installing, plug the refrigerators power cord into a 3-prong grounded outlet and push the refrigerator into the final position. 	 talks_about 	 installing, plug the refrigerators power cord into a 3-prong grounded outlet and push the refrigerator into the final position
['Connect to a rated power outlet.', 'Have a certified electrician check the wall outlet and wiring for proper grounding.', 'Do not damage or cut off the ground terminal of the power plug.'] 	 talks_about 	 Connect to a rated power outlet.
