REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
the case 	 should_be_removed_by 	 lift up and pull out
sentence_list_85 	 talks_about 	 To replace the case, line up the tabs on the case with the slots on the door and push down until the case snaps into place.
To replace the case, line up the tabs on the case with the slots on the door and push down until the case snaps into place. 	 talks_about 	 the case
To replace the case, line up the tabs on the case with the slots on the door and push down until the case snaps into place. 	 talks_about 	 line up the tabs on the case with the slots on the door and push down until the case snaps into place
the case 	 should_be_replaced_by 	 line up the tabs on the case with the slots on the door and push down until the case snaps into place
sentence_list_86 	 talks_about 	 The door bins are removable for easy cleaning and adjustment.
The door bins are removable for easy cleaning and adjustment. 	 talks_about 	 The door bins
The door bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy adjustment
The door bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy cleaning
The door bins 	 are 	 removable for easy adjustment
The door bins 	 are 	 removable for easy cleaning
sentence_list_87 	 talks_about 	 To remove Door Bin, simply lift Door Bin up and pull straight out.
To remove Door Bin, simply lift Door Bin up and pull straight out. 	 talks_about 	 Door Bin
To remove Door Bin, simply lift Door Bin up and pull straight out. 	 talks_about 	 simply lift Door Bin up and pull straight out
Door Bin 	 should_be_removed_by 	 simply lift Door Bin up and pull straight out
sentence_list_87 	 talks_about 	 To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place.
To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place. 	 talks_about 	 Door Bin
To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place. 	 talks_about 	 slide Door Bin in above the desired support and push down until Door Bin snaps into place
Door Bin 	 should_be_assembled_by 	 slide Door Bin in above the desired support and push down until Door Bin snaps into place
sentence_list_88 	 talks_about 	 Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food.
sentence_list_88 	 talks_about 	 Do not apply excessive force while detaching or assembling the storage bins.
sentence_list_88 	 talks_about 	 Do not use the dishwasher to clean the storage bins and shelves.
Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food. 	 talks_about 	 Regularly detach and wash the storage bins and shelves
Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food. 	 talks_about 	 the storage bins and shelves can become easily contaminated by food
Do not apply excessive force while detaching or assembling the storage bins. 	 talks_about 	 detaching or assembling the storage bins
Do not apply excessive force while detaching or assembling the storage bins. 	 talks_about 	 Do not apply excessive force
Do not apply excessive force 	 Synchronous 	 detaching or assembling the storage bins
Do not use the dishwasher to clean the storage bins and shelves. 	 paraphrase 	 the dishwasher should not be used to clean the storage bins and shelves
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 the dishwasher
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 to clean the storage bins and shelves
the dishwasher 	 should_not_be_used 	 to clean the storage bins and shelves
Do not apply excessive force 	 paraphrase 	 excessive force should not be applied 
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 clean the storage bins
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 clean the storage shelves
the dishwasher 	 should_not_be_used_to 	 clean the storage bins
the dishwasher 	 should_not_be_used_to 	 clean the storage shelves
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 shelves
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 food
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 the storage bins
shelves 	 can_become_easily_contaminated_by 	 food
the storage bins 	 can_become_easily_contaminated_by 	 food
sentence_list_89 	 talks_about 	 The door bins are removable for easy cleaning and adjustment.
sentence_list_90 	 talks_about 	 To remove Door Bin, simply lift Door Bin up and pull straight out.
sentence_list_90 	 talks_about 	 To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place.
sentence_list_91 	 talks_about 	 Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food.
sentence_list_91 	 talks_about 	 Do not apply excessive force while detaching or assembling the storage bins.
sentence_list_91 	 talks_about 	 Do not use the dishwasher to clean the storage bins and shelves.
sentence_list_92 	 talks_about 	 The Durabase divider allows you to organize the Durabase area into 2 sections.
sentence_list_92 	 talks_about 	 The Durabase divider can be adjusted from side to side to accommodate items of different sizes.
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks_about 	 The Durabase divider
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks_about 	 you to organize the Durabase area into 2 sections
The Durabase divider 	 allows 	 you to organize the Durabase area into 2 sections
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 The Durabase divider
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 accommodate items of different sizes
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 side
The Durabase divider 	 can_be_adjusted_to 	 accommodate items of different sizes
The Durabase divider 	 can_be_adjusted_to 	 side
sentence_list_93 	 talks_about 	 If the Durabase divider is removed, there is enough open space for children or pets to crawl inside.
sentence_list_93 	 talks_about 	 To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks_about 	 accidental child and pet entrapment or suffocation risk
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks_about 	 DO NOT allow children or pets to touch or go near the drawer
accidental child and pet entrapment or suffocation risk 	 should_be_prevented_by 	 DO NOT allow children or pets to touch or go near the drawer
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks_about 	 the Durabase divider is removed
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks_about 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 Condition 	 the Durabase divider is removed
the Durabase divider is removed 	 Follows 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks_about 	 for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks_about 	 there is enough open space
