REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
Allow at least 24 inches ( 610 mm ) in front of the refrigerator to open the doors, and at least 2 inches ( 50 mm ) between the back of the refrigerator and the wall. 	 paraphrase 	 at least 24 inches 610 mm in front of the refrigerator should be allowed to open the doors
sentence_list_4gtd1a 	 talks_about 	 Use two or more people to remove and install refrigerator doors and freezer drawers.
sentence_list_4gtd1a 	 talks_about 	 Disconnect the electrical supply to the refrigerator before installing.
sentence_list_4gtd1a 	 talks_about 	 Do not put hands, feet or other objects into the air vents or bottom of the refrigerator.
sentence_list_4gtd1a 	 talks_about 	 Be careful when handling the hinge and hinge lever.
sentence_list_4gtd1a 	 talks_about 	 Remove food and bins before detaching doors and drawers.
sentence_list_4gtd1a 	 talks_about 	 Do not hold the handle when removing or replacing doors and drawers as the handle may come off.
Use two or more people to remove and install refrigerator doors and freezer drawers. 	 paraphrase 	 two or more people should be used to remove and install refrigerator doors and freezer drawers
two or more people should be used to remove and install refrigerator doors and freezer drawers 	 talks_about 	 two or more people
two or more people should be used to remove and install refrigerator doors and freezer drawers 	 talks_about 	 to remove and install refrigerator doors and freezer drawers
two or more people 	 should_be_used 	 to remove and install refrigerator doors and freezer drawers
Remove food and bins before detaching doors and drawers. 	 paraphrase 	 food and bins should be removed before detaching doors and drawers
food and bins should be removed before detaching doors and drawers 	 talks_about 	 food and bins
food and bins should be removed before detaching doors and drawers 	 talks_about 	 before detaching doors and drawers
food and bins 	 should_be_removed 	 before detaching doors and drawers
Do not hold the handle when removing or replacing doors and drawers as the handle may come off. 	 talks_about 	 removing or replacing doors and drawers as the handle may come off
Do not hold the handle when removing or replacing doors and drawers as the handle may come off. 	 talks_about 	 Do not hold the handle
Do not hold the handle 	 Synchronous 	 removing or replacing doors and drawers as the handle may come off
removing or replacing doors and drawers as the handle may come off 	 Synchronous 	 Do not hold the handle
removing or replacing doors and drawers as the handle may come off 	 talks_about 	 as the handle may come off
removing or replacing doors and drawers as the handle may come off 	 talks_about 	 removing or replacing doors and drawers
two or more people should be used to remove and install refrigerator doors and freezer drawers 	 talks_about 	 remove and install refrigerator doors and freezer drawers
two or more people should be used to remove and install refrigerator doors and freezer drawers 	 talks_about 	 refrigerator doors and freezer drawers
remove and install refrigerator doors and freezer drawers 	 should_be_used_to_reverse 	 two or more people
refrigerator doors and freezer drawers 	 to_install_reverse 	 two or more people
two or more people 	 to_install 	 refrigerator doors and freezer drawers
two or more people 	 should_be_used_to 	 remove and install refrigerator doors and freezer drawers
food and bins should be removed before detaching doors and drawers 	 talks_about 	 bins
food and bins should be removed before detaching doors and drawers 	 talks_about 	 drawers
food and bins should be removed before detaching doors and drawers 	 talks_about 	 detaching doors
food and bins should be removed before detaching doors and drawers 	 talks_about 	 food
food and bins should be removed before detaching doors and drawers 	 talks_about 	 doors
food and bins should be removed before detaching doors and drawers 	 talks_about 	 detaching drawers
bins 	 before_detaching 	 drawers
detaching doors 	 should_be_removed_before_reverse 	 food
bins 	 before_detaching 	 doors
bins 	 should_be_removed_before 	 detaching doors
doors 	 before_detaching_reverse 	 bins
drawers 	 before_detaching_reverse 	 bins
detaching doors 	 should_be_removed_before_reverse 	 bins
food 	 should_be_removed_before 	 detaching drawers
detaching drawers 	 should_be_removed_before_reverse 	 food
drawers 	 before_detaching_reverse 	 food
food 	 before_detaching 	 drawers
food 	 should_be_removed_before 	 detaching doors
food 	 before_detaching 	 doors
doors 	 before_detaching_reverse 	 food
detaching drawers 	 should_be_removed_before_reverse 	 bins
bins 	 should_be_removed_before 	 detaching drawers
sentence_list_fkwcmk 	 talks_about 	 Remove the screws from the hinge cover at the top of the refrigerator.
sentence_list_fkwcmk 	 talks_about 	 Lift the hook ( not visible ), located at the bottom of the front side of the hinge cover at the top of the refrigerator with a flat-head screwdriver.
Remove the screws from the hinge cover at the top of the refrigerator. 	 paraphrase 	 the screws should be removed from the hinge cover at the top of the refrigerator
the screws should be removed from the hinge cover at the top of the refrigerator 	 talks_about 	 the screws
the screws should be removed from the hinge cover at the top of the refrigerator 	 talks_about 	 from the hinge cover at the top of the refrigerator
the screws 	 should_be_removed 	 from the hinge cover at the top of the refrigerator
the screws should be removed from the hinge cover at the top of the refrigerator 	 talks_about 	 the top of the refrigerator
the screws should be removed from the hinge cover at the top of the refrigerator 	 talks_about 	 the hinge cover
the screws 	 should_be_removed_from_the_hinge_cover_at 	 the top of the refrigerator
the screws 	 should_be_removed_from 	 the hinge cover
the hinge cover 	 should_be_removed_from_reverse 	 the screws
the top of the refrigerator 	 should_be_removed_from_the_hinge_cover_at_reverse 	 the screws
Lift the hook ( not visible ), located at the bottom of the front side of the hinge cover at the top of the refrigerator with a flat-head screwdriver. 	 talks_about 	 the hook ( not visible
Lift the hook ( not visible ), located at the bottom of the front side of the hinge cover at the top of the refrigerator with a flat-head screwdriver. 	 talks_about 	 the bottom of the front side of the hinge cover
Lift the hook ( not visible ), located at the bottom of the front side of the hinge cover at the top of the refrigerator with a flat-head screwdriver. 	 talks_about 	 the top of the refrigerator with a flat-head screwdriver
the hook ( not visible 	 located_at 	 the bottom of the front side of the hinge cover
the bottom of the front side of the hinge cover 	 located_at_reverse 	 the hook ( not visible
the top of the refrigerator with a flat-head screwdriver 	 located_at_reverse 	 the hook ( not visible
the hook ( not visible 	 located_at 	 the top of the refrigerator with a flat-head screwdriver
sentence_list_1aa81q 	 talks_about 	 Disconnect all the wire harnesses a. Unscrew the ground wire b. caution When lifting the hinge free of the latch, be careful that Left Refrigerator Door does not fall forward.
sentence_list_1aa81q 	 talks_about 	 caution Place Left Refrigerator Door, inside facing up, on a nonscratching surface.
Disconnect all the wire harnesses a. Unscrew the ground wire b. caution When lifting the hinge free of the latch, be careful that Left Refrigerator Door does not fall forward. 	 talks_about 	 lifting the hinge free of the latch
Disconnect all the wire harnesses a. Unscrew the ground wire b. caution When lifting the hinge free of the latch, be careful that Left Refrigerator Door does not fall forward. 	 talks_about 	 Disconnect all the wire harnesses a. Unscrew the ground wire b. caution, be careful that Left Refrigerator Door does not fall forward
Disconnect all the wire harnesses a. Unscrew the ground wire b. caution , be careful that Left Refrigerator Door does not fall forward 	 Synchronous 	 lifting the hinge free of the latch
lifting the hinge free of the latch 	 Synchronous 	 Disconnect all the wire harnesses a. Unscrew the ground wire b. caution , be careful that Left Refrigerator Door does not fall forward
Disconnect all the wire harnesses a. Unscrew the ground wire b. caution , be careful that Left Refrigerator Door does not fall forward 	 talks_about 	 Left Refrigerator Door does not fall forward
Disconnect all the wire harnesses a. Unscrew the ground wire b. caution , be careful that Left Refrigerator Door does not fall forward 	 talks_about 	 Disconnect all the wire harnesses a. Unscrew the ground wire b. caution, be careful
Disconnect all the wire harnesses a. Unscrew the ground wire b. caution , be careful 	 that 	 Left Refrigerator Door does not fall forward
sentence_list_y7ur22 	 talks_about 	 Detach all the wire harnesses a.
sentence_list_y7ur22 	 talks_about 	 The number of wire harnesses may vary depending on the model.
sentence_list_y7ur22 	 talks_about 	 caution When lifting the hinge free of the latch, be careful that Right Refrigerator Door does not fall forward.
sentence_list_y7ur22 	 talks_about 	 caution Place Right Refrigerator Door, inside facing up, on a nonscratching surface.
Detach all the wire harnesses a. 	 paraphrase 	 all the wire harnesses a. should be detached
sentence_list_vidfnt 	 talks_about 	 Be careful of sharp hinges on both sides of the drawer.
sentence_list_vidfnt 	 talks_about 	 When you lay the drawer down, be careful not to damage the floor.
sentence_list_vidfnt 	 talks_about 	 Do not sit or stand on the drawer.
sentence_list_vidfnt 	 talks_about 	 To prevent accidents, keep children and pets away from the drawer.
To prevent accidents, keep children and pets away from the drawer. 	 talks_about 	 accidents
To prevent accidents, keep children and pets away from the drawer. 	 talks_about 	 keep children and pets away from the drawer
accidents 	 should_be_prevented_by 	 keep children and pets away from the drawer
sentence_list_vidfnt 	 talks_about 	 Do not leave the drawer open.
